version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 13 mini,1783170417367,2026-07-04_13-06-57,Africa/Kigali,ios,1.60.1,cf12e935-5c51-4308-896e-cc50cad7fe80,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.5.2
