time,seconds_elapsed,z,y,x
1783169547091161000,0.0631611328125,-0.00006265414413064718,-0.0035716183483600616,-0.00018709409050643444
1783169547101230800,0.07323095703125,-0.0018682773225009441,0.002417298499494791,0.0008041344117373228
1783169547111300000,0.083300048828125,0.00038315908750519156,-0.0002463953569531441,-0.0012731309980154037
1783169547121368800,0.093368896484375,-0.00037078186869621277,-0.00011803023517131805,0.00046191830188035965
1783169547131438800,0.10343896484375,-0.0013361370656639338,-0.0018554748967289925,0.001581417629495263
1783169547141507800,0.1135078125,-0.0001781947212293744,-0.0010693101212382317,0.0016690355259925127
1783169547151577900,0.123577880859375,-0.0009893696988001466,0.0019389870576560497,0.00043095601722598076
1783169547161646800,0.133646728515625,0.00013128842692822218,0.0004944885149598122,-0.0003677261993288994
1783169547171716000,0.143716064453125,-0.0007073848973959684,-0.001128300093114376,0.0024547153152525425
1783169547181785900,0.153785888671875,0.000638843048363924,0.0005668019875884056,-0.0009298962540924549
1783169547191854800,0.163854736328125,0.0017406129045411944,0.002572030294686556,-0.00031075836159288883
1783169547201923800,0.173923828125,-0.0006652867887169123,0.00031739799305796623,0.0027926231268793344
1783169547211993900,0.183993896484375,0.001824461854994297,0.00015627499669790268,0.001902688411064446
1783169547222062800,0.194062744140625,0.0011030115419998765,0.0004516192711889744,0.0003548592794686556
1783169547232131800,0.2041318359375,0.00024412223137915134,-0.0004329504445195198,0.002065986394882202
1783169547242201900,0.214201904296875,0.000787673401646316,0.0010482999496161938,-0.0008568328339606524
1783169547252270800,0.224270751953125,0.0017899259692057967,0.0015561580657958984,0.000008266652002930641
1783169547262339800,0.23433984375,0.0019654282368719578,-0.00014959648251533508,0.0012732683680951595
1783169547272409900,0.244409912109375,-0.001153338816948235,0.001629797276109457,-0.0016134711913764477
1783169547282478800,0.254478759765625,0.001788921537809074,0.0012811892665922642,0.0007620686665177345
1783169547292547800,0.2645478515625,0.000047802808694541454,-0.0012112483382225037,0.00232406472787261
1783169547302617900,0.274617919921875,-0.0035016583278775215,-0.0010448014363646507,-0.001967619638890028
1783169547312686800,0.284686767578125,-0.00029371120035648346,0.0001525399275124073,-0.003195561934262514
1783169547322755800,0.294755859375,-0.0012700259685516357,0.00016052927821874619,0.0010742840822786093
1783169547332825900,0.304825927734375,0.0004293941310606897,0.001733671873807907,0.0014152219519019127
1783169547342894800,0.314894775390625,0.002382023725658655,-0.0009302878752350807,-0.001726242946460843
1783169547352964900,0.32496484375,0.0004928452544845641,-0.0006619933992624283,-0.004034135490655899
1783169547363034000,0.3350341796875,0.0019914060831069946,0.0007963534444570541,0.000959823839366436
1783169547373102800,0.345102783203125,0.0016613721381872892,-0.000379013828933239,0.000505219679325819
1783169547383172900,0.3551728515625,0.0005750686977989972,-0.00125785730779171,0.0007781938184052706
1783169547393241900,0.365241943359375,-0.0018269132124260068,-0.00005185883492231369,0.0005169305950403214
1783169547403311000,0.37531103515625,-0.0022413008846342564,0.0007257843390107155,-0.0006069233641028404
1783169547413380900,0.385380859375,-0.0029675643891096115,0.00020166346803307533,0.001158861443400383
1783169547423450000,0.3954501953125,0.0005118556437082589,-0.0013877106830477715,-0.002134669804945588
1783169547433518800,0.405518798828125,0.001775729120709002,-0.0005807653069496155,0.0016875736182555556
1783169547443588900,0.4155888671875,0.0012183295330032706,0.0003710482269525528,-0.0007715893443673849
1783169547453657900,0.425657958984375,-0.0016394079430028796,0.0014969035983085632,-0.0011425311677157879
1783169547463727000,0.43572705078125,0.0009113677078858018,-0.0007726419717073441,-0.0019747689366340637
1783169547473796900,0.445796875,0.0005568963242694736,0.0005873125046491623,0.0026524008717387915
1783169547483865900,0.455865966796875,0.0005497058155015111,-0.00006782542914152145,-0.0002991806250065565
1783169547493934800,0.465934814453125,-0.0008675247663632035,-0.0011799689382314682,-0.0011677970178425312
1783169547504004900,0.4760048828125,0.0007743141031824052,0.00003816094249486923,0.0002303626388311386
1783169547514073900,0.486073974609375,-0.0002635611454024911,-0.0018846420571208,0.001857380848377943
1783169547524143000,0.49614306640625,0.0013375312555581331,-0.0010707806795835495,-0.0005948580801486969
1783169547534212900,0.506212890625,0.0003812895156443119,-0.000424826517701149,-0.000027038156986236572
1783169547544281900,0.51628173828125,-0.0012195366434752941,0.00017465092241764069,-0.002329873386770487
1783169547554350800,0.526350830078125,-0.0014127225149422884,-0.00041762925684452057,0.0007257293909788132
1783169547564420900,0.5364208984375,-0.00012428523041307926,-0.0009987317025661469,-0.0005081130657345057
1783169547574489900,0.54648974609375,-0.0009413204388692975,-0.00031297747045755386,-0.0002484272699803114
1783169547584556300,0.556556396484375,0.0006834741798229516,-0.00006849970668554306,-0.0009397838730365038
1783169547594625300,0.566625244140625,0.00110623927321285,-0.0004875538870692253,-0.005545130930840969
1783169547604694300,0.5766943359375,0.0030865659937262535,0.002723952289670706,-0.001183139393106103
1783169547614764300,0.586764404296875,-0.0002945541637018323,-0.000012363307178020477,0.002403105841949582
1783169547624833300,0.596833251953125,-0.001516678836196661,0.000585515983402729,0.0006459520664066076
1783169547634902300,0.60690234375,-0.0001830358523875475,-0.00009969156235456467,-0.0012370008043944836
1783169547644972300,0.61697216796875,-0.0013308582128956914,0.0003956565633416176,0.0009217574261128902
1783169547655041300,0.627041259765625,0.0028846673667430878,0.0006030169315636158,-0.0013323510065674782
1783169547665110300,0.6371103515625,0.001081973547115922,0.002927423920482397,-0.001930230762809515
1783169547675180500,0.6471806640625,0.0013824893394485116,0.0007595778442919254,-0.000696839764714241
1783169547685249300,0.657249267578125,0.0006330758333206177,0.0005864724516868591,0.0025921640917658806
1783169547695318300,0.667318359375,-0.0014802644727751613,0.00033881794661283493,0.0013932355213910341
1783169547705388300,0.67738818359375,-0.0005670665996149182,0.000032288022339344025,0.0023663544561713934
1783169547715457500,0.68745751953125,0.0003942911862395704,-0.0008026650175452232,-0.001009868225082755
1783169547725526300,0.6975263671875,0.0001426223898306489,0.0008535552769899368,0.0011100079864263535
1783169547735596500,0.707596435546875,0.002556188963353634,0.0008100681006908417,-0.0001747512724250555
1783169547745665300,0.717665283203125,0.0006701381062157452,0.0013970285654067993,0.0005799885839223862
1783169547755734300,0.727734375,-0.000316216959618032,0.0006864652968943119,-0.0012738769873976707
1783169547765804300,0.73780419921875,-0.003212404903024435,-0.0004834616556763649,0.0016718454426154494
1783169547775873500,0.74787353515625,-0.00010349031072109938,0.0006078882142901421,0.0012168064713478088
1783169547785943300,0.757943359375,-0.0012004462769255042,-0.0001737494021654129,-0.00015578651800751686
1783169547796012300,0.76801220703125,-0.0014933296479284763,0.0001872573047876358,0.0026950701139867306
1783169547806081300,0.778081298828125,0.0021091282833367586,-0.0008183522149920464,0.000723531935364008
1783169547816151300,0.7881513671875,-0.0007225504377856851,-0.00032455287873744965,0.0021292008459568024
1783169547826220300,0.79822021484375,0.0006090301321819425,-0.0005935318768024445,-0.0004189116880297661
1783169547836289300,0.808289306640625,0.0013249069452285767,0.0002277093008160591,-0.003936360590159893
1783169547846359300,0.818359375,0.00018480769358575344,-0.00016990024596452713,0.003043784759938717
1783169547856428300,0.82842822265625,0.002066274406388402,-0.002193000167608261,0.0008734073489904404
1783169547866497300,0.838497314453125,0.0005349568673409522,-0.0014260094612836838,-0.0005125014577060938
1783169547876567300,0.8485673828125,0.000406980630941689,0.0009310333989560604,0.0039393100887537
1783169547886636300,0.85863623046875,0.0008328200783580542,-0.000357137992978096,0.0004625534638762474
1783169547896705300,0.868705322265625,0.0000030902447178959846,-0.00015148334205150604,0.0009746137075126171
1783169547906775300,0.878775390625,-0.0032619449775666,0.00018114503473043442,0.0008720820769667625
1783169547916844300,0.88884423828125,-0.00030549243092536926,-0.002384766936302185,0.0020290075335651636
1783169547926913300,0.898913330078125,0.0015600519254803658,-0.00009258463978767395,-0.0018179286271333694
1783169547936983300,0.9089833984375,-0.0006293202750384808,0.0007947203703224659,-0.0017585777677595615
1783169547947052300,0.91905224609375,-0.00035235146060585976,0.00015449617058038712,-0.001124212983995676
1783169547957121300,0.929121337890625,-0.0003293994814157486,0.0007311049848794937,-0.0030422089621424675
1783169547967191300,0.93919140625,-0.0014617755077779293,0.0007052724249660969,-0.0012243352830410004
1783169547977260300,0.94926025390625,0.00023646384943276644,-0.002553812228143215,-0.00027425726875662804
1783169547987329300,0.959329345703125,-0.00022106710821390152,-0.0009527197107672691,0.001293545588850975
1783169547997399300,0.9693994140625,0.0013074022717773914,0.0003556939773261547,-0.001745038665831089
1783169548007468300,0.97946826171875,0.00028608005959540606,-0.001016899012029171,0.0009743152186274529
1783169548017537300,0.989537353515625,-0.002333469223231077,-0.0008608289062976837,0.0009110006503760815
1783169548027607300,0.999607177734375,-0.002344654407352209,-0.0009593665599822998,0.0016018245369195938
1783169548037676300,1.00967626953125,0.0003046580823138356,0.000791396014392376,-0.0003420165739953518
1783169548047746300,1.019746337890625,0.0016527501866221428,0.0006646295078098774,0.0029488515574485064
1783169548057815300,1.029815185546875,-0.0007266190368682146,0.0001584910787642002,0.0008262780029326677
1783169548067884300,1.03988427734375,0.00033491698559373617,-0.0008391290903091431,0.0017293558921664953
1783169548077954300,1.049954345703125,0.0007083933451212943,0.00022147921845316887,0.001593835186213255
1783169548088023600,1.0600234375,-0.0014532945351675153,0.00045637041330337524,-0.0013084779493510723
1783169548098092300,1.07009228515625,-0.0002788204001262784,0.0006003151647746563,-0.00026935944333672523
1783169548108162300,1.080162353515625,0.00035234878305345774,-0.00015975162386894226,-0.0010115823242813349
1783169548118231300,1.090231201171875,-0.0013107715640217066,0.00009350571781396866,0.0023594708181917667
1783169548128300500,1.100300537109375,-0.001874562818557024,0.000590185634791851,0.0008979279082268476
1783169548138370300,1.110370361328125,-0.0012226008111611009,0.0023485375568270683,-0.0009045451879501343
1783169548148439300,1.120439208984375,0.0021710654255002737,0.0038984972052276134,-0.002304835245013237
1783169548158508300,1.13050830078125,-0.0005385795375332236,-0.0027945544570684433,-0.00012504938058555126
1783169548168578300,1.140578369140625,-0.0007036954630166292,0.0004374580457806587,0.0010454098228365183
1783169548178647300,1.150647216796875,-0.0009990804828703403,-0.0002781348302960396,-0.0005878140218555927
1783169548188716300,1.16071630859375,0.001370333950035274,0.0030739866197109222,0.0006510887760668993
